,index,unnamed: 0,date,open,high,low,close,adj close,volume,dividends,stock splits,title,url,summary,overall_sentiment_score,relevance_score,ticker_sentiment_score,feature_close,feature_open,feature_high,feature_low,feature_volume,feature_sentiment,categ_test,categ_test2,position,real_position,portfolio_valuation,Asset_value,Money_fiat,reward
10,3076,3076.0,2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,168.50161743164062,98062700.0,0.0,0.0,Apple Snaps This British Fintech In $150M Deal,https://www.benzinga.com/m-a/22/03/26261022/apple-snaps-this-british-fintech-in-150m-deal,"Apple Inc  ( NASDAQ: AAPL )  acquired British fintech startup Credit Kudos Ltd, the Block reports.
The deal valued Credit Kudos at ~$150 million. It closed earlier this week.
The London-based credit ...Full story available on Benzinga.com",-0.018372,0.98122,0.022706,0.030180558167183083,0.03010342685160134,0.03026384051928217,0.030091523614801993,0.10810831856028534,0.022706,"(0.0289, 0.0302]","(170.09, 179.58]",0,0.0,520.7279411334628,0.0,520.7279411334628,4.2524616168141165
11,3077,3077.0,2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,172.32286071777344,90131400.0,0.0,0.0,Apple Reportedly Mulls Subscription Plans for Hardware. Finally.,https://www.barrons.com/articles/apple-stock-subscription-plans-hardware-51648156752,"For years now, Wall Street has speculated that Apple someday could adopt a subscription model for iPhones and other hardware devices: iPhone-as-a-service.",-0.304886,0.999861,-0.304886,0.029640129500488936,0.029539921534575554,0.029642438977352872,0.02951130460227059,0.1052265088345425,-0.304886,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,520.7279411334628,520.7279411334628,0.0,0.0
12,3078,3078.0,2022-03-25,173.8800048828125,175.27999877929688,172.75,174.72000122070312,172.9663543701172,80546200.0,0.0,0.0,This Hyper-Successful Stock Is Totally Underestimated in the Gaming Space,https://www.fool.com/investing/2022/03/25/this-hyper-successful-stock-is-totally-underestima/,Streaming business models primed for growth.,0.342731,0.993371,0.342731,0.02955119427352295,0.029523611482157357,0.029569509227491506,0.029486294795408468,0.10419151421485953,0.342731,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,522.6723885926692,522.6723885926692,0.0,1.944447459206458
13,3079,3079.0,2022-03-28,172.1699981689453,175.72999572753906,172.0,175.60000610351562,173.83749389648438,90371900.0,0.0,0.0,"If You Invested $100 In Apple 20 Years Ago, Here's How Much You Would Have Today",https://www.benzinga.com/news/earnings/22/03/26323896/if-you-invested-100-in-apple-20-years-ago-heres-how-much-you-would-have-today,"Apple  ( NASDAQ:AAPL )  has outperformed the market over the past 20 years by 27.58% on an annualized basis producing an average annual return of 34.78%. Currently, Apple has a market capitalization of $2.84 trillion. 
Buying $100 In AAPL: If an ...Full story available on Benzinga.com",0.011655,0.983026,0.087958,0.029431711482472474,0.02931937455126404,0.029435925525236214,0.02931374884906907,0.10432484794752342,0.087958,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,525.3049106328438,525.3049106328438,0.0,2.6325220401745355
14,3080,3080.0,2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,177.16378784179688,100589400.0,0.0,0.0,Apple Stock Is on Its Hottest Winning Streak Since 2003. What Happens Next.,https://www.barrons.com/articles/apple-stock-winning-streak-what-happens-next-51648559985,Apple stock hasn't had a winning streak this hot since spring 2003.,-0.018178,0.990296,-0.018178,0.028985036656773627,0.02891370476264663,0.028986597255831373,0.02890262480354926,0.10296466669084713,-0.018178,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,535.3563044767969,535.3563044767969,0.0,10.051393843953178
15,3081,3081.0,2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,175.98574829101562,92633200.0,0.0,0.0,What's Going On With Apple Stock Today?,https://www.benzinga.com/news/22/03/26374940/whats-going-on-with-apple-stock-today,"Apple Inc  ( NASDAQ: AAPL )  shares are trading flat on average volume Wednesday morning. The stock recorded gains in the previous 10 trading sessions, marking the longest winning streak for Apple since 2003.
Apple on Wednesday revealed a $50 million Supplier Employee Development Fund ...Full story ",0.072708,0.993674,0.113538,0.029141533889082367,0.02916616170625564,0.029199458357709568,0.029107572918343025,0.10319040178770292,0.113538,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,531.7964291669563,531.7964291669563,0.0,-3.5598753098406632
16,3082,3082.0,2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,172.85743713378906,103049300.0,0.0,0.0,"If You Invested $1,000 In Apple Stock At Its Pandemic Low, Here's How Much You'd Have Now",https://www.benzinga.com/general/education/22/03/26330119/if-you-invested-1-000-in-apple-stock-at-its-pandemic-low-heres-how-much-youd-have-now,"Investors who bought stocks during the COVID-19 market crash in 2020 have generally experienced some big gains in the past two years. But there is no question some big-name stocks performed better than others since the pandemic bottom.
Apple's Big Run: One company that has been a great investment in",0.055413,0.968051,0.081175,0.029566204117655176,0.029671177085813717,0.029677292540212254,0.02955931194339433,0.10566816338104303,0.081175,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,522.3433233376473,522.3433233376473,0.0,-9.453105829308925
17,3083,3083.0,2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,172.56044006347656,78751300.0,0.0,0.0,What's Going On With Apple Shares?,https://www.benzinga.com/markets/cryptocurrency/22/04/26423136/whats-going-on-with-apple-shares,"Apple Inc  ( NASDAQ: AAPL )  shares are trading lower by 0.55% at $173.65 Wednesday morning on average volume, according to data from Benzinga Pro. The move lower may be in sympathy with the broader tech sector as well as the Invesco QQQ Trust Series 1 ...Full story available on Benzinga.com",0.094253,0.955693,0.134827,0.029607224952693023,0.02959800219948657,0.029625954475808326,0.02952868834282025,0.10430730077520949,0.134827,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,521.445868492456,521.445868492456,0.0,-0.8974548451913051
18,3084,3084.0,2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,176.64898681640625,76468400.0,0.0,0.0,"Apple, IBD Stock Of The Day, Ripe For Another Potential Buy Point",https://www.investors.com/research/ibd-stock-of-the-day/apple-stock-ripe-for-another-buy-point/,Apple Stock Ripe For Another Buy Point Investor's Business Daily,0.009861,0.939422,0.011316,0.02905319632936199,0.02893031707387245,0.029054766515818647,0.028926142044103233,0.10172824418966417,0.011316,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,533.800719121562,533.800719121562,0.0,12.354850629105954
19,3085,3085.0,2022-04-05,177.5,178.3000030517578,174.4199981689453,175.05999755859375,173.30291748046875,73401800.0,0.0,0.0,How Apple Stock Can Climb to All-Time Highs,https://www.thestreet.com/investing/trading-apple-aapl-stock-to-all-time-highs,Apple has been a leader for tech stocks amid this run. Can it continue to all-time highs?,0.189144,0.845079,0.286679,0.02950490592020817,0.02958397510077672,0.02960966305423381,0.029483984035663543,0.10345858145224064,0.286679,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,523.6894827822094,523.6894827822094,0.0,-10.111236339352558
20,3086,3086.0,2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,170.1053466796875,89058800.0,0.0,0.0,Apple Tests a Feature With Disney That Consumers Won't Like,https://www.thestreet.com/investing/apple-tests-a-feature-with-disney-that-consumers-wont-like,Apple says it is 'piloting a new commerce feature we plan to launch very soon.',0.04029,0.679154,0.017363,0.029951146899683784,0.029969069786496976,0.030011794049495142,0.029893283039389446,0.10652858749138656,0.017363,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,514.0269966886774,514.0269966886774,0.0,-9.662486093532038
21,3087,3087.0,2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,170.41221618652344,77594700.0,0.0,0.0,Apple's Largest Store In Korea To Serve As A Stage For K-Pop Artists,https://www.benzinga.com/news/22/04/26516642/apples-largest-store-in-korea-to-serve-as-a-stage-for-k-pop-artists,"Apple, Inc.  ( NASDAQ: AAPL )  is set to open the doors of its new - South Korea's largest - retail store in the center of Seoul on Saturday. The Myeongdong store will debut Apple's first-ever K-pop Today at the Apple Remix session featuring K-pop supergroup SEVENTEEN.
The company, in its release, s",0.031601,0.961584,0.052604,0.029907680457359465,0.029874513948985694,0.029948706744673294,0.029829881194074866,0.1055362481019293,0.052604,"(0.0289, 0.0302]","(170.09, 179.58]",1,1.0,514.9543499583435,514.9543499583435,0.0,0.9273532696661277
22,3088,3088.0,2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,168.3828125,76575500.0,0.0,0.0,Apple Hardware Subscriptions Could Speed iPhone Upgrades,https://www.investors.com/news/technology/apple-stock-hardware-subscriptions-could-speed-iphone-upgrades/,Apple Stock: Hardware Subscriptions Could Speed iPhone Upgrades Investor's Business Daily,0.028337,0.831074,0.030217,0.030197705907360105,0.030255833335481506,0.030255833335481506,0.0301668618943505,0.10673048463205774,0.030217,"(0.0289, 0.0302]","(155.85, 170.09]",1,1.0,508.82179510372765,508.82179510372765,0.0,-6.132554854615876
23,3096,3096.0,2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,164.74961853027344,87227800.0,0.0,0.0,Apple Spends Record Amount On Lobbying In Q1 Amid Congress' Big Tech Clampdown,https://www.benzinga.com/news/22/04/26730605/apple-spends-record-amount-on-lobbying-in-q1-amid-washingtons-big-tech-clampdown-this-tech-peer-coug,"Big techs have been caught in the middle of regulatory crossfire for abusing their dominant market positioning. These companies reportedly paid a high price in the first quarter for steering clear of controversy.
What Happened:  Tech giant Apple, Inc.  ( NASDAQ: AAPL )  coughed up a record $2.5 mill",-0.110204,0.744453,-0.12815,0.030732572760141165,0.03082181292398456,0.030914302535217847,0.03071413021852772,0.10986680595230457,-0.12815,"(0.0302, 0.0324]","(155.85, 170.09]",1,1.0,497.84304799010823,497.84304799010823,0.0,-10.97874711361942
24,3097,3097.0,2022-04-22,166.4600067138672,167.8699951171875,161.5,161.7899932861328,160.16610717773438,84882400.0,0.0,0.0,Apple Stock Called 'Good Hiding Place' In Volatile Market,https://www.investors.com/news/technology/apple-stock-called-good-hiding-place-in-volatile-market/,Apple Stock Called 'Good Hiding Place' In Volatile Market Investor's Business Daily,-0.003363,0.855144,0.03835,0.031437662201545924,0.031613544056494844,0.03166567806320917,0.03142657366744887,0.11284243825138433,0.03835,"(0.0302, 0.0324]","(155.85, 170.09]",1,1.0,483.9924545011667,483.9924545011667,0.0,-13.850593488941513
25,3098,3098.0,2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,161.24517822265625,96046400.0,0.0,0.0,Apple Reports After The Close On 4/28 -- Options Contracts Expire The Next Day,https://www.forbes.com/sites/dividendchannel/2022/04/25/apple-reports-after-the-close-on-428options-contracts-expire-the-next-day/,"According to NextEarningsDate.com, the Apple﻿AAPL﻿ AAPL next earnings date is projected to be 4/28 after the close, with earnings estimates of $1.43/share on $94.02 Billion of revenue",0.067246,0.940812,-0.00204,0.03126850203009516,0.031201800382565512,0.031279423122235146,0.031099595322035108,0.11284590750854681,-0.00204,"(0.0302, 0.0324]","(155.85, 170.09]",0,0.0,487.25320862691,0.0,487.25320862691,3.26075412574329
26,3099,3099.0,2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,155.22618103027344,95623200.0,0.0,0.0,What's Going On With Apple Shares?,https://www.benzinga.com/markets/cryptocurrency/22/04/26818178/whats-going-on-with-apple-shares,"Shares of technology and software companies, including Apple Inc  ( NYSE: AAPL ) , are trading lower amid overall market weakness. Concerns over future Fed rate hikes have weighed on growth sectors while economic slowdown ...Full story available on Benzinga.com",-0.300916,0.925854,-0.342193,0.03223833564410367,0.03245623888096696,0.032459775380837934,0.032235080886809285,0.11719340349973541,-0.342193,"(0.0302, 0.0324]","(155.85, 170.09]",1,1.0,487.25320862691,487.25320862691,0.0,0.0
27,3100,3100.0,2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,154.99851989746094,88063200.0,0.0,0.0,CONFIRMED: Apple Moves Away From Payment Card Manager Discover,https://www.benzinga.com/markets/cryptocurrency/22/04/26838387/exclusive-apple-moves-away-from-payment-card-manager-discover-confirmed,"A Discover Financial Services  ( NYSE: DFS )  representative gave a statement to Benzinga clarifying its payment card network's role in Apple Inc.  ( NASDAQ: AAPL )  Apple Cash digital payment cards service.
What Happened: A Discover spokesperson told Benzinga that while the company ""is proud of our",-0.025099,0.995416,-0.01178,0.03227631733220807,0.03224933706952719,0.032406336934172435,0.032227588458231725,0.11683952507334273,-0.01178,"(0.0302, 0.0324]","(155.85, 170.09]",0,0.0,486.5385010119051,0.0,486.5385010119051,-0.7147076150048974
28,3101,3101.0,2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,161.99755859375,130216800.0,0.0,0.0,Apple Easily Beats March-Quarter Goals On Record Services Sales,https://www.investors.com/news/technology/apple-stock-apple-easily-beats-march-quarter-goals/,Apple Stock: Apple Easily Beats March-Quarter Goals Investor's Business Daily,-0.042711,0.920761,-0.168131,0.03115172884591091,0.030985549458349738,0.03118450371770339,0.030973257311957623,0.1141818099570026,-0.168131,"(0.0302, 0.0324]","(155.85, 170.09]",1,1.0,486.5385010119051,486.5385010119051,0.0,0.0
29,3102,3102.0,2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,156.0676727294922,131747600.0,0.0,0.0,Apple Has It Tough in the Short Term. Wall Street Sees the Headwinds as 'Transitory.',https://www.barrons.com/articles/apple-aapl-stock-earnings-forecast-51651220119,"Apple's fiscal second quarter was great, with revenue of $97.3 billion rising almost 9% from a year earlier and setting a record for a non-holiday quarter. But the tech giant's forecast for the June quarter, in which it expects supply constraints to crimp revenue, sent the stock lower.",0.180671,0.973732,-0.013443,0.0320988109304856,0.03226519738130456,0.032433822150458154,0.03208269642497805,0.11859434984296549,-0.013443,"(0.0302, 0.0324]","(155.85, 170.09]",0,0.0,468.728868253611,0.0,468.728868253611,-17.80963275829413
30,3103,3103.0,2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,156.37457275390625,123055300.0,0.0,0.0,Apple Under Antitrust Allegations in Brussels,https://www.benzinga.com/government/22/05/26938963/brussels-brings-antitrust-allegations-against-apple,"Brussels regulators have accused Apple Inc  ( NASDAQ: AAPL )  of abusing its dominant position in mobile payments to limit rivals' access to contactless technology.
Apple could face a fine of up to 10% of its global turnover or $36.6 billion based on its 2021 revenue ...Full story available on Benzi",-0.114741,0.997053,-0.099153,0.03204825059353216,0.031997953858873975,0.032059061968150296,0.03185743787034438,0.11792949869607978,-0.099153,"(0.0302, 0.0324]","(155.85, 170.09]",1,1.0000000000000002,468.728868253611,468.72886825361104,-5.684341886080802e-14,0.0
31,3104,3104.0,2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,157.87928771972656,88966500.0,0.0,0.0,"Apple Renews Focus On Apple Car With Latest Move, Hires Industry Veteran",https://www.benzinga.com/news/22/05/26971330/apple-renews-focus-on-apple-car-with-latest-move-that-could-spark-up-rivalry-with-tesla,"Apple Inc  ( NASDAQ: AAPL )  hired Desi Ujkashevic, a Ford Motor Company  ( NYSE: F )  veteran who specialized in leading safety efforts and vehicle engineering, Bloomberg reports.
Apple's move hints at the ramp-up of its self-driving Apple Car despite several high-profile departures over the past y",-0.053051,0.948969,-0.036664,0.031802850712312786,0.03175033889397123,0.031851026313139776,0.03167735998550768,0.11477157601392747,-0.036664,"(0.0302, 0.0324]","(155.85, 170.09]",0,0.0,473.2392677209072,0.0,473.2392677209072,4.510399467296224
32,3105,3105.0,2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,164.35365295410156,108256500.0,0.0,0.0,Musk Steps Up Criticism of Controversial Apple Fee,https://www.thestreet.com/technology/musk-steps-up-criticism-to-challenge-controversial-apple-fee,iPhone maker charges 30% fees on the revenue generated by companies that use the App Store.,-0.033659,0.887721,-0.049957,0.030792122378047015,0.030557216259061278,0.03080878824715411,0.03054172944132726,0.11143243882148421,-0.049957,"(0.0302, 0.0324]","(155.85, 170.09]",1,1.0,473.2392677209072,473.2392677209072,0.0,0.0
33,3106,3106.0,2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,155.19650268554688,130525300.0,0.0,0.0,"EU Leader Wants Global Unity Against Facebook, Apple",https://www.benzinga.com/m-a/22/05/27013411/europe-antitrust-chief-calls-for-a-global-approach-to-crack-down-on-big-tech,"European Commissioner for Competition Margrethe Vestager on Thursday called for a global approach toward Big Tech companies to prevent them from taking advantage of enforcement gaps.
The antitrust chief is known for her landmark rules to curb the power of U.S. tech giants like Alphabet Inc  ( NASDAQ",-0.116908,0.97626,-0.057702,0.0322432841269077,0.03252504480087688,0.03253399238325852,0.032168797136561296,0.11920059403194894,-0.057702,"(0.0302, 0.0324]","(155.85, 170.09]",0,0.0,446.8721847564086,0.0,446.8721847564086,-26.367082964498593
34,3107,3107.0,2022-05-06,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,155.9301300048828,116124600.0,0.23,0.0,Apple Traders Are Betting The Worst Is Over,https://www.benzinga.com/trading-ideas/long-ideas/22/05/27042057/apple-trades-are-betting-that-the-worst-is-over,"Shares of Apple Inc  ( NASDAQ: AAPL )  tumbled nearly 6% on Thursday amid a broader sell-off in tech stocks.
On CNBC's ""Options Action,"" Michael Khouw of Optimize Advisors said the stock traded in big volumes ...Full story available on Benzinga.com",-0.165344,0.795699,-0.305458,0.03215938255273765,0.03210783387425583,0.032246107137460865,0.03203281245313665,0.11807079383683676,-0.305458,"(0.0302, 0.0324]","(155.85, 170.09]",1,1.0,446.8721847564086,446.8721847564086,0.0,0.0
35,3108,3108.0,2022-05-09,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,150.75494384765625,131577900.0,0.0,0.0,Apple and Amazon Have Fallen for 6 Straight Weeks. There Could Be More Pain Ahead.,https://www.barrons.com/articles/apple-aapl-amazon-amzn-losing-streaks-51652112126,"Apple and Amazon.com kicked off the second week of May looking as if the stocks would extend their six-week losing streaks, the longest since before the pandemic.",-0.676744,0.987943,-0.676744,0.033041399739656876,0.03316436561687173,0.03320245799203305,0.03301670217702431,0.12294561311181529,-0.676744,"(0.0324, 0.0341]","(146.1, 155.85]",0,0.0,432.04084340320804,0.0,432.04084340320804,-14.831341353200571
36,3109,3109.0,2022-05-10,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,153.1838836669922,115366700.0,0.0,0.0,Match Group Isn't Dating Google Anymore,https://www.thestreet.com/investing/match-group-isnt-dating-google-anymore,"Operator of Tinder, Match and other dating apps sues Google over billing rules",-0.216614,0.483434,-0.176605,0.03262092397127859,0.03266309331181126,0.03271366640588052,0.0325544005649736,0.12014514897966651,-0.176605,"(0.0324, 0.0341]","(146.1, 155.85]",1,1.0,432.04084340320804,432.04084340320804,0.0,0.0
37,3114,3114.0,2022-05-17,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,147.95916748046875,78336300.0,0.0,0.0,"Cramer's Mad Money Recap 5/17: Apple, Tesla, Disney",https://www.thestreet.com/jim-cramer/cramers-mad-money-recap-may-17-2022,"Jim Cramer says if the good news keeps coming in, investors can look for this rally to run.",-0.11268,0.386278,-0.068884,0.03354030823450902,0.03352322491881106,0.03356406210237348,0.03342437087687119,0.12179389564479871,-0.068884,"(0.0324, 0.0341]","(146.1, 155.85]",0,0.0,417.3049002335789,0.0,417.3049002335789,-14.735943169629138
38,3115,3115.0,2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,139.61141967773438,109742900.0,0.0,0.0,Buffett vs. Burry: Buy or Sell Apple Stock?,https://www.thestreet.com/investing/trading-apple-stock-buffett-burry-buy-vs-sell-technical-analysis-may-2022,Apple stock again is faltering as it tries to reclaim support. Here are the levels to know now.,-0.273379,0.959161,-0.273379,0.035133377885084874,0.03543112796266313,0.03545574717343599,0.03508683128149485,0.13147031637854448,-0.273379,"(0.0341, 0.0386]","(125.01899999999999, 146.1]",1,1.0,417.3049002335789,417.3049002335789,0.0,0.0
